StartDate,party_id,lean_party,d_loss,d_win,r_loss,r_win,control,therm_dem,therm_rep,therm_ind,satisfied_democracy,trust_gov,r_gen_vote_loss,r_gen_vote_win_con,d_gen_vote_loss,d_gen_vote_win_con,comments,pid_3,loss_dum,win_dum,control_dum,loss_dum_nc,group,date,therm_inparty,therm_outparty,vote_likely
2021-08-20 11:49:03,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,92,77,84,Somewhat Satisfied,A moderate amount,NA,NA,NA,Neither likely nor unlikely,NA,Democrat,0,1,0,0,Win,2021-08-20T11:49:03Z,92,77,Neither likely nor unlikely
2021-08-20 11:41:28,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,83,66,90,Neither Satisfied nor Dissatisfied,A moderate amount,NA,NA,NA,Neither likely nor unlikely,none,Democrat,0,1,0,0,Win,2021-08-20T11:41:28Z,83,66,Neither likely nor unlikely
2021-08-20 11:49:03,Democrat,NA,I understand. My candidate lost their primary.,NA,NA,NA,NA,100,67,69,Very Satisfied,A great deal,NA,NA,Extremely likely,NA,NA,Democrat,1,0,0,1,Loss,2021-08-20T11:49:03Z,100,67,Extremely likely
2021-08-20 11:49:41,Republican,NA,NA,NA,I understand. My candidate lost their primary.,NA,NA,60,70,59,Neither Satisfied nor Dissatisfied,A moderate amount,Neither likely nor unlikely,NA,NA,NA,No comments,Republican,1,0,0,1,Loss,2021-08-20T11:49:41Z,70,60,Neither likely nor unlikely
2021-08-20 11:51:40,Democrat,NA,NA,NA,NA,NA,Okay,71,66,79,NA,NA,NA,NA,NA,Extremely likely,good,Democrat,0,0,1,NA,Control,2021-08-20T11:51:40Z,71,66,NA
2021-08-20 11:41:41,Republican,NA,NA,NA,I understand. My candidate lost their primary.,NA,NA,38,83,45,Somewhat Satisfied,A great deal,Neither likely nor unlikely,NA,NA,NA,This study is good.,Republican,1,0,0,1,Loss,2021-08-20T11:41:41Z,83,38,Neither likely nor unlikely
2021-08-20 11:47:53,Democrat,NA,NA,NA,NA,NA,Okay,92,69,68,NA,NA,NA,NA,NA,Somewhat likely,Thanks for this survey,Democrat,0,0,1,NA,Control,2021-08-20T11:47:53Z,92,69,NA
2021-08-20 11:50:57,Republican,NA,NA,NA,NA,I understand. My candidate won their primary.,NA,91,80,72,Very Satisfied,A great deal,NA,Extremely likely,NA,NA,good,Republican,0,1,0,0,Win,2021-08-20T11:50:57Z,80,91,NA
2021-08-20 11:49:33,Democrat,NA,NA,NA,NA,NA,Okay,95,55,83,NA,NA,NA,NA,NA,Somewhat likely,none,Democrat,0,0,1,NA,Control,2021-08-20T11:49:33Z,95,55,NA
2021-08-20 11:47:13,Democrat,NA,I understand. My candidate lost their primary.,NA,NA,NA,NA,89,75,89,Somewhat Satisfied,A lot,NA,NA,Extremely likely,NA,Good,Democrat,1,0,0,1,Loss,2021-08-20T11:47:13Z,89,75,Extremely likely
2021-08-20 11:48:24,Democrat,NA,NA,NA,NA,NA,Okay,97,63,46,NA,NA,NA,NA,NA,Extremely likely,The survey was good,Democrat,0,0,1,NA,Control,2021-08-20T11:48:24Z,97,63,NA
2021-08-20 11:49:26,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,74,69,61,Very Satisfied,A lot,NA,NA,NA,Somewhat likely,Good Study,Democrat,0,1,0,0,Win,2021-08-20T11:49:26Z,74,69,Somewhat likely
2021-08-20 11:52:19,Republican,NA,NA,NA,NA,I understand. My candidate won their primary.,NA,74,94,68,Somewhat Satisfied,A lot,NA,Somewhat likely,NA,NA,no comments,Republican,0,1,0,0,Win,2021-08-20T11:52:19Z,94,74,NA
2021-08-20 11:42:54,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,88,27,78,Very Satisfied,A great deal,NA,NA,NA,Extremely likely,NA,Democrat,0,1,0,0,Win,2021-08-20T11:42:54Z,88,27,Extremely likely
2021-08-20 11:42:15,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,66,52,51,Somewhat Satisfied,A moderate amount,NA,NA,NA,Somewhat likely,None,Democrat,0,1,0,0,Win,2021-08-20T11:42:15Z,66,52,Somewhat likely
2021-08-20 11:44:30,Democrat,NA,I understand. My candidate lost their primary.,NA,NA,NA,NA,86,24,9,Somewhat Satisfied,A moderate amount,NA,NA,Somewhat unlikely,NA,good to work,Democrat,1,0,0,1,Loss,2021-08-20T11:44:30Z,86,24,Somewhat unlikely
2021-08-20 11:41:07,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,95,11,66,Very Satisfied,A great deal,NA,NA,NA,Extremely likely,NA,Democrat,0,1,0,0,Win,2021-08-20T11:41:07Z,95,11,Extremely likely
2021-08-20 11:41:41,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,94,27,62,Very Satisfied,A great deal,NA,NA,NA,Extremely likely,GOOD,Democrat,0,1,0,0,Win,2021-08-20T11:41:41Z,94,27,Extremely likely
2021-08-20 11:41:42,Republican,NA,NA,NA,NA,NA,Okay,74,85,58,NA,NA,NA,Extremely likely,NA,NA,I am happy to participate for this survey.,Republican,0,0,1,NA,Control,2021-08-20T11:41:42Z,85,74,NA
2021-08-20 11:52:40,Republican,NA,NA,NA,NA,NA,Okay,85,100,80,NA,NA,NA,Extremely likely,NA,NA,no comments,Republican,0,0,1,NA,Control,2021-08-20T11:52:40Z,100,85,NA
2021-08-20 11:49:10,Democrat,NA,I understand. My candidate lost their primary.,NA,NA,NA,NA,90,54,42,Very Satisfied,A great deal,NA,NA,Extremely likely,NA,NA,Democrat,1,0,0,1,Loss,2021-08-20T11:49:10Z,90,54,Extremely likely
2021-08-20 11:53:19,Democrat,NA,I understand. My candidate lost their primary.,NA,NA,NA,NA,72,87,81,Very Satisfied,A great deal,NA,NA,Extremely likely,NA,NA,Democrat,1,0,0,1,Loss,2021-08-20T11:53:19Z,72,87,Extremely likely
2021-08-20 11:53:06,Democrat,NA,NA,NA,NA,NA,Okay,94,75,70,NA,NA,NA,NA,NA,Extremely likely,good,Democrat,0,0,1,NA,Control,2021-08-20T11:53:06Z,94,75,NA
2021-08-20 11:52:38,Democrat,NA,I understand. My candidate lost their primary.,NA,NA,NA,NA,74,79,74,Very Satisfied,A great deal,NA,NA,Extremely likely,NA,good,Democrat,1,0,0,1,Loss,2021-08-20T11:52:38Z,74,79,Extremely likely
2021-08-20 11:52:17,Democrat,NA,NA,NA,NA,NA,Okay,63,1,39,NA,NA,NA,NA,NA,Extremely likely,NA,Democrat,0,0,1,NA,Control,2021-08-20T11:52:17Z,63,1,NA
2021-08-20 11:53:58,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,77,25,64,Somewhat Satisfied,A lot,NA,NA,NA,Somewhat likely,none,Democrat,0,1,0,0,Win,2021-08-20T11:53:58Z,77,25,Somewhat likely
2021-08-20 11:41:09,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,74,61,53,Neither Satisfied nor Dissatisfied,A lot,NA,NA,NA,Somewhat likely,good,Democrat,0,1,0,0,Win,2021-08-20T11:41:09Z,74,61,Somewhat likely
2021-08-20 11:54:24,Republican,NA,NA,NA,NA,NA,Okay,90,100,73,NA,NA,NA,Extremely likely,NA,NA,no comments,Republican,0,0,1,NA,Control,2021-08-20T11:54:24Z,100,90,NA
2021-08-20 11:54:49,Democrat,NA,I understand. My candidate lost their primary.,NA,NA,NA,NA,100,30,60,Very Satisfied,A great deal,NA,NA,Extremely likely,NA,NA,Democrat,1,0,0,1,Loss,2021-08-20T11:54:49Z,100,30,Extremely likely
2021-08-20 11:52:29,Democrat,NA,NA,NA,NA,NA,Okay,65,46,81,NA,NA,NA,NA,NA,Somewhat likely,IN THIS STUDY WAS GOOD,Democrat,0,0,1,NA,Control,2021-08-20T11:52:29Z,65,46,NA
2021-08-20 11:39:36,Republican,NA,NA,NA,NA,I understand. My candidate won their primary.,NA,20,40,80,Somewhat Satisfied,A little,NA,Extremely likely,NA,NA,NA,Republican,0,1,0,0,Win,2021-08-20T11:39:36Z,40,20,NA
2021-08-20 11:54:02,Republican,NA,NA,NA,I understand. My candidate lost their primary.,NA,NA,58,92,81,Somewhat Satisfied,A lot,Somewhat likely,NA,NA,NA,no comments,Republican,1,0,0,1,Loss,2021-08-20T11:54:02Z,92,58,Somewhat likely
2021-08-20 11:40:43,Democrat,NA,I understand. My candidate lost their primary.,NA,NA,NA,NA,100,11,11,Very Satisfied,A lot,NA,NA,Somewhat likely,NA,The survey was interesting. Thank you.,Democrat,1,0,0,1,Loss,2021-08-20T11:40:43Z,100,11,Somewhat likely
2021-08-20 11:44:25,Democrat,NA,I understand. My candidate lost their primary.,NA,NA,NA,NA,70,90,58,Very Satisfied,A lot,NA,NA,Neither likely nor unlikely,NA,Very nice,Democrat,1,0,0,1,Loss,2021-08-20T11:44:25Z,70,90,Neither likely nor unlikely
2021-08-20 11:40:22,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,65,87,84,Somewhat Satisfied,A lot,NA,NA,NA,Somewhat likely,NA,Democrat,0,1,0,0,Win,2021-08-20T11:40:22Z,65,87,Somewhat likely
2021-08-20 11:40:37,Democrat,NA,I understand. My candidate lost their primary.,NA,NA,NA,NA,89,67,37,Very Satisfied,A moderate amount,NA,NA,Somewhat likely,NA,NA,Democrat,1,0,0,1,Loss,2021-08-20T11:40:37Z,89,67,Somewhat likely
2021-08-20 11:44:03,Democrat,NA,I understand. My candidate lost their primary.,NA,NA,NA,NA,88,88,88,Somewhat Satisfied,A great deal,NA,NA,Extremely likely,NA,good,Democrat,1,0,0,1,Loss,2021-08-20T11:44:03Z,88,88,Extremely likely
2021-08-20 11:47:46,Republican,NA,NA,NA,NA,NA,Okay,85,90,80,NA,NA,NA,Somewhat likely,NA,NA,I Like this survey,Republican,0,0,1,NA,Control,2021-08-20T11:47:46Z,90,85,NA
2021-08-20 11:44:17,Democrat,NA,I understand. My candidate lost their primary.,NA,NA,NA,NA,15,68,66,Very Satisfied,A lot,NA,NA,Somewhat unlikely,NA,None,Democrat,1,0,0,1,Loss,2021-08-20T11:44:17Z,15,68,Somewhat unlikely
2021-08-20 11:42:05,Republican,NA,NA,NA,NA,I understand. My candidate won their primary.,NA,76,96,85,Very Satisfied,A lot,NA,Extremely likely,NA,NA,good,Republican,0,1,0,0,Win,2021-08-20T11:42:05Z,96,76,NA
2021-08-20 11:55:06,Democrat,NA,I understand. My candidate lost their primary.,NA,NA,NA,NA,90,67,65,Somewhat Satisfied,A lot,NA,NA,Somewhat likely,NA,NA,Democrat,1,0,0,1,Loss,2021-08-20T11:55:06Z,90,67,Somewhat likely
2021-08-20 11:55:01,Democrat,NA,I understand. My candidate lost their primary.,NA,NA,NA,NA,90,80,80,Somewhat Satisfied,A lot,NA,NA,Somewhat likely,NA,None.,Democrat,1,0,0,1,Loss,2021-08-20T11:55:01Z,90,80,Somewhat likely
2021-08-20 11:56:16,Republican,NA,NA,NA,NA,NA,Okay,54,56,58,NA,NA,NA,Extremely likely,NA,NA,NA,Republican,0,0,1,NA,Control,2021-08-20T11:56:16Z,56,54,NA
2021-08-20 11:55:45,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,81,64,94,Neither Satisfied nor Dissatisfied,A lot,NA,NA,NA,Somewhat likely,none,Democrat,0,1,0,0,Win,2021-08-20T11:55:45Z,81,64,Somewhat likely
2021-08-20 11:52:37,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,90,35,65,Very Satisfied,A lot,NA,NA,NA,Extremely likely,this survey was very interesting,Democrat,0,1,0,0,Win,2021-08-20T11:52:37Z,90,35,Extremely likely
2021-08-20 11:57:25,Something Else,Neither Republican or Democrat,NA,NA,NA,NA,NA,50,50,53,Neither Satisfied nor Dissatisfied,A moderate amount,NA,NA,NA,NA,NA,Independent,0,0,0,0,NA,2021-08-20T11:57:25Z,NA,NA,NA
2021-08-20 11:42:07,Democrat,NA,I understand. My candidate lost their primary.,NA,NA,NA,NA,62,89,80,Very Satisfied,A little,NA,NA,Somewhat likely,NA,The survey is very good,Democrat,1,0,0,1,Loss,2021-08-20T11:42:07Z,62,89,Somewhat likely
2021-08-20 11:50:32,Democrat,NA,I understand. My candidate lost their primary.,NA,NA,NA,NA,75,50,76,Very Satisfied,A great deal,NA,NA,Somewhat likely,NA,GOOD,Democrat,1,0,0,1,Loss,2021-08-20T11:50:32Z,75,50,Somewhat likely
2021-08-20 11:57:12,Republican,NA,NA,NA,I understand. My candidate lost their primary.,NA,NA,68,74,63,Very Satisfied,A great deal,Extremely likely,NA,NA,NA,very well,Republican,1,0,0,1,Loss,2021-08-20T11:57:12Z,74,68,Extremely likely
2021-08-20 11:57:26,Republican,NA,NA,NA,I understand. My candidate lost their primary.,NA,NA,60,70,60,Somewhat Satisfied,A little,Somewhat likely,NA,NA,NA,good,Republican,1,0,0,1,Loss,2021-08-20T11:57:26Z,70,60,Somewhat likely
2021-08-20 11:49:44,Democrat,NA,I understand. My candidate lost their primary.,NA,NA,NA,NA,68,75,70,Very Satisfied,A moderate amount,NA,NA,Extremely likely,NA,ITS GOOD,Democrat,1,0,0,1,Loss,2021-08-20T11:49:44Z,68,75,Extremely likely
2021-08-20 11:56:41,Democrat,NA,NA,NA,NA,NA,Okay,5,1,8,NA,NA,NA,NA,NA,Somewhat likely,N/A,Democrat,0,0,1,NA,Control,2021-08-20T11:56:41Z,5,1,NA
2021-08-20 11:55:28,Democrat,NA,NA,NA,NA,NA,Okay,70,76,68,NA,NA,NA,NA,NA,Somewhat likely,very well,Democrat,0,0,1,NA,Control,2021-08-20T11:55:28Z,70,76,NA
2021-08-20 11:56:12,Democrat,NA,I understand. My candidate lost their primary.,NA,NA,NA,NA,81,100,73,Somewhat Satisfied,A little,NA,NA,Extremely likely,NA,VERY GOOD,Democrat,1,0,0,1,Loss,2021-08-20T11:56:12Z,81,100,Extremely likely
2021-08-20 11:41:25,Democrat,NA,I understand. My candidate lost their primary.,NA,NA,NA,NA,79,51,59,Somewhat Satisfied,A lot,NA,NA,Somewhat likely,NA,nice study,Democrat,1,0,0,1,Loss,2021-08-20T11:41:25Z,79,51,Somewhat likely
2021-08-20 11:43:08,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,90,77,88,Somewhat Satisfied,A moderate amount,NA,NA,NA,Somewhat likely,no,Democrat,0,1,0,0,Win,2021-08-20T11:43:08Z,90,77,Somewhat likely
2021-08-20 11:58:50,Democrat,NA,NA,NA,NA,NA,Okay,84,55,91,NA,NA,NA,NA,NA,Somewhat likely,none,Democrat,0,0,1,NA,Control,2021-08-20T11:58:50Z,84,55,NA
2021-08-20 11:45:51,Republican,NA,NA,NA,NA,NA,Okay,77,42,69,NA,NA,NA,Somewhat likely,NA,NA,NA,Republican,0,0,1,NA,Control,2021-08-20T11:45:51Z,42,77,NA
2021-08-20 11:42:12,Republican,NA,NA,NA,NA,I understand. My candidate won their primary.,NA,97,92,84,Somewhat Satisfied,A lot,NA,Extremely likely,NA,NA,GOOD,Republican,0,1,0,0,Win,2021-08-20T11:42:12Z,92,97,NA
2021-08-20 11:58:53,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,98,23,17,Very Satisfied,A great deal,NA,NA,NA,Extremely likely,survey is excellent,Democrat,0,1,0,0,Win,2021-08-20T11:58:53Z,98,23,Extremely likely
2021-08-20 11:41:45,Democrat,NA,I understand. My candidate lost their primary.,NA,NA,NA,NA,96,90,81,Very Satisfied,A little,NA,NA,Extremely likely,NA,The survey is very good,Democrat,1,0,0,1,Loss,2021-08-20T11:41:45Z,96,90,Extremely likely
2021-08-20 11:41:59,Independent,Neither Republican or Democrat,NA,NA,NA,NA,NA,61,61,76,Somewhat Satisfied,A moderate amount,NA,NA,NA,NA,No candidate pages are shown.,Independent,0,0,0,0,NA,2021-08-20T11:41:59Z,NA,NA,NA
2021-08-20 11:58:43,Democrat,NA,I understand. My candidate lost their primary.,NA,NA,NA,NA,86,30,30,Somewhat Satisfied,A lot,NA,NA,Somewhat unlikely,NA,good,Democrat,1,0,0,1,Loss,2021-08-20T11:58:43Z,86,30,Somewhat unlikely
2021-08-20 11:59:58,Democrat,NA,I understand. My candidate lost their primary.,NA,NA,NA,NA,75,58,61,Very Satisfied,A lot,NA,NA,Somewhat likely,NA,NA,Democrat,1,0,0,1,Loss,2021-08-20T11:59:58Z,75,58,Somewhat likely
2021-08-20 12:00:24,Democrat,NA,I understand. My candidate lost their primary.,NA,NA,NA,NA,86,0,0,Very Dissatisfied,Not at all,NA,NA,Extremely likely,NA,NA,Democrat,1,0,0,1,Loss,2021-08-20T12:00:24Z,86,0,Extremely likely
2021-08-20 11:57:54,Democrat,NA,NA,NA,NA,NA,Okay,85,70,76,NA,NA,NA,NA,NA,Extremely likely,political issues,Democrat,0,0,1,NA,Control,2021-08-20T11:57:54Z,85,70,NA
2021-08-20 11:57:48,Democrat,NA,NA,NA,NA,NA,Okay,83,58,93,NA,NA,NA,NA,NA,Somewhat likely,none,Democrat,0,0,1,NA,Control,2021-08-20T11:57:48Z,83,58,NA
2021-08-20 12:00:20,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,76,97,85,Very Satisfied,A great deal,NA,NA,NA,Extremely likely,no comments,Democrat,0,1,0,0,Win,2021-08-20T12:00:20Z,76,97,Extremely likely
2021-08-20 12:01:25,Democrat,NA,I understand. My candidate lost their primary.,NA,NA,NA,NA,69,0,33,Very Dissatisfied,A little,NA,NA,Neither likely nor unlikely,NA,NA,Democrat,1,0,0,1,Loss,2021-08-20T12:01:25Z,69,0,Neither likely nor unlikely
2021-08-20 11:48:03,Democrat,NA,I understand. My candidate lost their primary.,NA,NA,NA,NA,92,32,53,Very Satisfied,A lot,NA,NA,Somewhat likely,NA,It was a good survey,Democrat,1,0,0,1,Loss,2021-08-20T11:48:03Z,92,32,Somewhat likely
2021-08-20 12:02:19,Republican,NA,NA,NA,I understand. My candidate lost their primary.,NA,NA,84,94,87,Very Satisfied,A great deal,Extremely likely,NA,NA,NA,The survey is very interesting,Republican,1,0,0,1,Loss,2021-08-20T12:02:19Z,94,84,Extremely likely
2021-08-20 11:48:07,Democrat,NA,I understand. My candidate lost their primary.,NA,NA,NA,NA,84,32,61,Somewhat Satisfied,A moderate amount,NA,NA,Somewhat likely,NA,It was a good survey,Democrat,1,0,0,1,Loss,2021-08-20T11:48:07Z,84,32,Somewhat likely
2021-08-20 12:03:04,Republican,NA,NA,NA,I understand. My candidate lost their primary.,NA,NA,60,70,60,Somewhat Satisfied,A little,Somewhat likely,NA,NA,NA,good,Republican,1,0,0,1,Loss,2021-08-20T12:03:04Z,70,60,Somewhat likely
2021-08-20 11:48:45,Democrat,NA,I understand. My candidate lost their primary.,NA,NA,NA,NA,69,80,81,Very Satisfied,A lot,NA,NA,Somewhat likely,NA,NA,Democrat,1,0,0,1,Loss,2021-08-20T11:48:45Z,69,80,Somewhat likely
2021-08-20 12:03:53,Republican,NA,NA,NA,NA,NA,Okay,61,63,68,NA,NA,NA,Extremely likely,NA,NA,GOOD,Republican,0,0,1,NA,Control,2021-08-20T12:03:53Z,63,61,NA
2021-08-20 12:04:06,Independent,Neither Republican or Democrat,NA,NA,NA,NA,NA,51,49,80,Somewhat Satisfied,A moderate amount,NA,NA,NA,NA,NA,Independent,0,0,0,0,NA,2021-08-20T12:04:06Z,NA,NA,NA
2021-08-20 11:50:13,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,86,60,58,Very Satisfied,A great deal,NA,NA,NA,Extremely likely,NA,Democrat,0,1,0,0,Win,2021-08-20T11:50:13Z,86,60,Extremely likely
2021-08-20 12:03:39,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,100,54,59,Very Satisfied,A great deal,NA,NA,NA,Extremely likely,excellent syrvey,Democrat,0,1,0,0,Win,2021-08-20T12:03:39Z,100,54,Extremely likely
2021-08-20 11:43:41,Democrat,NA,I understand. My candidate lost their primary.,NA,NA,NA,NA,69,35,44,Somewhat Satisfied,A moderate amount,NA,NA,Neither likely nor unlikely,NA,None,Democrat,1,0,0,1,Loss,2021-08-20T11:43:41Z,69,35,Neither likely nor unlikely
2021-08-20 11:59:27,Something Else,Republican,NA,NA,I understand. My candidate lost their primary.,NA,NA,60,70,63,Somewhat Dissatisfied,A little,Somewhat likely,NA,NA,NA,GOOD,Republican,1,0,0,1,Loss,2021-08-20T11:59:27Z,70,60,Somewhat likely
2021-08-20 12:01:47,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,91,66,51,Somewhat Satisfied,A lot,NA,NA,NA,Extremely likely,NA,Democrat,0,1,0,0,Win,2021-08-20T12:01:47Z,91,66,Extremely likely
2021-08-20 11:56:54,Democrat,NA,NA,NA,NA,NA,Okay,93,15,8,NA,NA,NA,NA,NA,Neither likely nor unlikely,None,Democrat,0,0,1,NA,Control,2021-08-20T11:56:54Z,93,15,NA
2021-08-20 12:05:36,Democrat,NA,I understand. My candidate lost their primary.,NA,NA,NA,NA,100,58,62,Very Satisfied,A great deal,NA,NA,Extremely likely,NA,nice survey,Democrat,1,0,0,1,Loss,2021-08-20T12:05:36Z,100,58,Extremely likely
2021-08-20 12:06:08,Republican,NA,NA,NA,NA,NA,Okay,52,53,52,NA,NA,NA,Extremely likely,NA,NA,good,Republican,0,0,1,NA,Control,2021-08-20T12:06:08Z,53,52,NA
2021-08-20 12:05:51,Democrat,NA,NA,NA,NA,NA,Okay,91,20,59,NA,NA,NA,NA,NA,Neither likely nor unlikely,NA,Democrat,0,0,1,NA,Control,2021-08-20T12:05:51Z,91,20,NA
2021-08-20 12:04:18,Republican,NA,NA,NA,I understand. My candidate lost their primary.,NA,NA,62,85,82,Somewhat Satisfied,A great deal,Extremely likely,NA,NA,NA,good,Republican,1,0,0,1,Loss,2021-08-20T12:04:18Z,85,62,Extremely likely
2021-08-20 11:55:48,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,100,68,100,Very Satisfied,A great deal,NA,NA,NA,Extremely likely,It was really interesting and excellent for this survey.,Democrat,0,1,0,0,Win,2021-08-20T11:55:48Z,100,68,Extremely likely
2021-08-20 11:48:27,Republican,NA,NA,NA,NA,I understand. My candidate won their primary.,NA,71,90,73,Very Satisfied,A great deal,NA,Extremely likely,NA,NA,good,Republican,0,1,0,0,Win,2021-08-20T11:48:27Z,90,71,NA
2021-08-20 12:06:11,Democrat,NA,NA,NA,NA,NA,Okay,84,62,74,NA,NA,NA,NA,NA,Somewhat likely,like very much,Democrat,0,0,1,NA,Control,2021-08-20T12:06:11Z,84,62,NA
2021-08-20 12:07:26,Republican,NA,NA,NA,I understand. My candidate lost their primary.,NA,NA,70,70,60,Somewhat Satisfied,A little,Extremely likely,NA,NA,NA,GOOD,Republican,1,0,0,1,Loss,2021-08-20T12:07:26Z,70,70,Extremely likely
2021-08-20 12:06:51,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,66,92,75,Somewhat Satisfied,A lot,NA,NA,NA,Somewhat likely,Good study,Democrat,0,1,0,0,Win,2021-08-20T12:06:51Z,66,92,Somewhat likely
2021-08-20 12:07:34,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,68,94,80,Very Satisfied,A great deal,NA,NA,NA,Extremely likely,no comments,Democrat,0,1,0,0,Win,2021-08-20T12:07:34Z,68,94,Extremely likely
